"Season","TeamID","Score","TournamentWin","Seed","TeamName","FGM","FGA","FGM3","FGA3","FTM","FTA","OR","DR","Ast","TO","Stl","Blk","PF","RegularSeasonWin"
2014,1458,75,TRUE,"2","Wisconsin",24.2121212121212,52.8787878787879,7.75757575757576,20.7878787878788,17.3636363636364,23.3333333333333,8.78787878787879,24.3939393939394,12.1212121212121,8.06060606060606,5,3.51515151515152,14.9393939393939,0.787878787878788
2021,1345,69,FALSE,"4","Purdue",25.5185185185185,56.5555555555556,7.11111111111111,21.2222222222222,12.962962962963,18.2222222222222,9.66666666666667,24.8518518518519,14.2962962962963,11.8888888888889,5.18518518518519,3.40740740740741,4.48148148148148,0.666666666666667
2011,1424,62,FALSE,"8","UNLV",25.65625,55.6875,5.53125,16.6875,15.0625,21.84375,11.25,23.9375,15.53125,12.65625,8.125,3.78125,19.34375,0.75
2008,1390,77,TRUE,"3","Stanford",24.8484848484848,55.3636363636364,5.39393939393939,15,15.5757575757576,22.3939393939394,13.1818181818182,25.6666666666667,14.2121212121212,12.2727272727273,4.36363636363636,5.18181818181818,17.1515151515152,0.787878787878788
2010,1165,78,TRUE,"12","Cornell",26.7586206896552,56.1034482758621,9.79310344827586,22.3793103448276,11.8620689655172,16.2068965517241,10.2758620689655,23.1724137931034,16.2413793103448,12.2413793103448,7.13793103448276,3.62068965517241,18.2413793103448,0.862068965517241
2016,1421,56,FALSE,"15","UNC Asheville",25.9032258064516,57.5161290322581,5.58064516129032,17.3225806451613,17.0967741935484,24.3870967741935,11.5483870967742,25.4516129032258,12,13.1612903225806,9.2258064516129,3.2258064516129,17.6774193548387,0.645161290322581
2010,1435,65,FALSE,"4","Vanderbilt",26.0645161290323,55.2258064516129,6.12903225806452,16.5806451612903,19.2903225806452,26.5161290322581,10.741935483871,25.1612903225806,13.1612903225806,13.6451612903226,5.80645161290323,5.09677419354839,19.4193548387097,0.741935483870968
2003,1190,73,FALSE,"15","ETSU",28.0740740740741,61.4074074074074,5.22222222222222,15.1851851851852,18.3333333333333,24.8148148148148,14,24.037037037037,14.037037037037,18.7407407407407,10.7037037037037,5.25925925925926,19.5185185185185,0.62962962962963
2018,1158,58,FALSE,"13","Col Charleston",25.8709677419355,56.1612903225806,7.58064516129032,20.8387096774194,15.8709677419355,20.6774193548387,8.35483870967742,24.4516129032258,11.0645161290323,9.87096774193548,5.35483870967742,3.67741935483871,16.6451612903226,0.774193548387097
2012,1125,59,FALSE,"14","Belmont",27.9090909090909,58,8.81818181818182,23.1212121212121,16.7575757575758,22.7272727272727,11.5151515151515,24.7878787878788,17.3333333333333,12.2121212121212,7.36363636363636,2.24242424242424,18.2727272727273,0.787878787878788
2008,1462,73,TRUE,"3","Xavier",25.4545454545455,53.3030303030303,7.75757575757576,19.8181818181818,16.6666666666667,22.2121212121212,11.2727272727273,24.7878787878788,15.5454545454545,13.2727272727273,5.57575757575758,3.45454545454545,17.3333333333333,0.818181818181818
2019,1438,71,TRUE,"1","Virginia",25.625,53.59375,8.46875,20.71875,12.125,16.25,8.875,25.75,14.5,9.03125,5.625,3.8125,14.65625,0.90625
2016,1338,43,FALSE,"10","Pittsburgh",26.6774193548387,58.0967741935484,6.29032258064516,17.9032258064516,16.1290322580645,21.2903225806452,12.6451612903226,24.9677419354839,16.7741935483871,11.6774193548387,5.03225806451613,3.45161290322581,17.4838709677419,0.645161290322581
2005,1246,72,TRUE,"2","Kentucky",26.5,57.7333333333333,6.53333333333333,19.3333333333333,14.2,21.4,12.7,22.9,15.2666666666667,13.0333333333333,9.4,4.43333333333333,16.8,0.833333333333333
2007,1211,57,FALSE,"10","Gonzaga",27.6969696969697,56.8484848484849,6.75757575757576,17.0909090909091,16.969696969697,22.6060606060606,10.5151515151515,27.0909090909091,14.4848484848485,14.030303030303,6.24242424242424,3.57575757575758,19.3030303030303,0.696969696969697
2015,1124,56,FALSE,"3","Baylor",23.9375,55.15625,7,18.3125,14.25,21.375,14.5,24.03125,14.40625,12.375,8.03125,3.84375,16.71875,0.71875
2009,1272,81,TRUE,"2","Memphis",26,58.6764705882353,5.82352941176471,18.2058823529412,16.2352941176471,23.3235294117647,13.6176470588235,25.8529411764706,13.8235294117647,12.4411764705882,8.82352941176471,6.17647058823529,17.4705882352941,0.911764705882353
2017,1124,91,TRUE,"3","Baylor",25.7741935483871,55.2258064516129,6.61290322580645,18.7096774193548,13.4516129032258,18.9032258064516,12.6774193548387,24.9354838709677,15.4838709677419,13.4193548387097,5.12903225806452,4.87096774193548,17.6774193548387,0.774193548387097
2010,1431,59,FALSE,"12","UTEP",27.09375,56.9375,6.15625,17.75,15.4375,22.96875,9.90625,26.4375,14.78125,13.15625,8.75,3.71875,19.34375,0.8125
2005,1330,81,FALSE,"12","Old Dominion",25.125,57,6,18.21875,14.0625,20.4375,12,24.3125,16.09375,12.0625,9.625,4.46875,17.125,0.84375
2019,1101,44,FALSE,"15","Abilene Chr",25.3448275862069,55.2413793103448,7.24137931034483,18.8965517241379,13.7931034482759,19.0689655172414,9.06896551724138,22.8965517241379,14.6206896551724,11.6551724137931,8,2.55172413793103,19.1379310344828,0.793103448275862
2005,1320,52,FALSE,"11","Northern Iowa",26.4,55.0333333333333,7.23333333333333,18.8333333333333,12.4666666666667,17.8666666666667,8.76666666666667,24.5666666666667,15.6666666666667,11.6666666666667,6.1,4.33333333333333,17.6333333333333,0.666666666666667
2016,1114,85,TRUE,"12","Ark Little Rock",25.0322580645161,54.7741935483871,7.35483870967742,19,12.5806451612903,17.1290322580645,8.70967741935484,24.1935483870968,12.9032258064516,10.2258064516129,6.29032258064516,3.06451612903226,18.258064516129,0.870967741935484
2006,1449,75,TRUE,"5","Washington",30.1,63.4333333333333,6.56666666666667,18,15.6333333333333,20.9,14.8333333333333,23.0333333333333,16.5333333333333,15.0333333333333,7.93333333333333,3.5,18.9333333333333,0.8
2012,1161,41,FALSE,"11","Colorado St",24.1290322580645,50.741935483871,6,14.8064516129032,16.7741935483871,21.8064516129032,8.19354838709677,23.1290322580645,12.3225806451613,12.4516129032258,5.35483870967742,1.90322580645161,18.8387096774194,0.645161290322581
2008,1424,71,TRUE,"8","UNLV",23.9375,57,7.5625,22.5625,13.8125,18.53125,10.5,24.21875,14.53125,10.625,7.65625,2.84375,17.125,0.78125
2008,1246,66,FALSE,"11","Kentucky",23.7333333333333,50.6,5.8,15.7666666666667,15.3333333333333,20.9,9.73333333333333,24,12.7333333333333,15.9333333333333,6.73333333333333,4.8,18.7333333333333,0.6
2021,1101,53,TRUE,"14","Abilene Chr",27.1739130434783,59.0434782608696,8.1304347826087,21.5652173913043,13.8260869565217,20.0869565217391,9.60869565217391,22.8260869565217,18.1739130434783,13.4347826086957,9.34782608695652,3,5.73913043478261,0.826086956521739
2016,1274,79,TRUE,"3","Miami FL",26.15625,54.875,6.84375,18.71875,16.46875,21.9375,9.6875,25.0625,12.8125,10.65625,6.0625,3.625,16.5625,0.78125
2010,1143,77,TRUE,"8","California",27.9090909090909,58.4545454545455,6.57575757575758,17.6363636363636,15.5757575757576,20.5757575757576,11.4848484848485,24.2727272727273,14.4545454545455,12,5.66666666666667,2.48484848484848,17,0.696969696969697
2011,1155,76,FALSE,"12","Clemson",23.71875,53.71875,6.5,18.625,14.3125,20.65625,11.46875,23.4375,12.90625,13.34375,8.03125,4.875,18.375,0.65625
2004,1190,77,FALSE,"13","ETSU",28.3448275862069,61.1034482758621,5.96551724137931,16.8275862068966,15.2758620689655,22.551724137931,12.2068965517241,25.5172413793103,15.3793103448276,16.1724137931034,10.9310344827586,5.58620689655172,16.8620689655172,0.827586206896552
2011,1294,50,FALSE,"15","N Colorado",22.4827586206897,52.7586206896552,7.96551724137931,20.7586206896552,18.1034482758621,23.448275862069,11.7931034482759,23.7931034482759,11.5862068965517,14.4827586206897,5.79310344827586,1.89655172413793,19.448275862069,0.655172413793103
2015,1412,60,TRUE,"14","UAB",23.6969696969697,55.3636363636364,5.48484848484848,16.5454545454545,15.2121212121212,20.5757575757576,11.7272727272727,24.4242424242424,14.1515151515152,13.7575757575758,6.57575757575758,5.24242424242424,17.8787878787879,0.545454545454545
2009,1326,72,FALSE,"8","Ohio St",23.5625,48.6875,6.53125,17.21875,13.03125,18.625,8.03125,22.8125,13.28125,13.09375,5.90625,5.25,14.96875,0.6875
2011,1257,61,FALSE,"4","Louisville",27.2647058823529,60.2647058823529,8.79411764705882,24.3823529411765,12.0294117647059,17.9705882352941,12.5882352941176,23.9705882352941,17.4705882352941,13.0294117647059,9.20588235294118,4.94117647058824,19.2058823529412,0.735294117647059
2015,1414,55,FALSE,"13","UC Irvine",24.4516129032258,54.5483870967742,6.35483870967742,16.6129032258065,11.5483870967742,16.9032258064516,9.87096774193548,25.5161290322581,13.8064516129032,11.6129032258065,5.61290322580645,4.70967741935484,17.258064516129,0.612903225806452
2015,1332,79,TRUE,"8","Oregon",27.1212121212121,59.1212121212121,7.36363636363636,20.0606060606061,13.3939393939394,17.4242424242424,10.3030303030303,25.3333333333333,13.9393939393939,11.6666666666667,5.63636363636364,4.24242424242424,18.5151515151515,0.727272727272727
2008,1373,83,TRUE,"13","Siena",27.5625,61.125,7,18.28125,14.6875,21.5,11.71875,22.1875,14.5,11.09375,9.4375,3.59375,15.4375,0.6875
2007,1140,77,FALSE,"8","BYU",28.28125,57.75,7.375,18.125,13.40625,20.40625,11.9375,25.375,15.78125,13.53125,5.84375,3.5,19.40625,0.75
2016,1138,72,FALSE,"14","Buffalo",25.8181818181818,59.4545454545455,7.36363636363636,21.969696969697,17.6060606060606,24.8181818181818,12.0909090909091,26.7272727272727,12.5454545454545,13.8181818181818,6.72727272727273,3.48484848484848,21.2727272727273,0.575757575757576
2015,1458,86,TRUE,"1","Wisconsin",25.2941176470588,52.7352941176471,6.97058823529412,19.5,14.3235294117647,18.7647058823529,9.47058823529412,24.2058823529412,12.7058823529412,7.41176470588235,4.52941176470588,3.5,12.0294117647059,0.911764705882353
2013,1361,70,TRUE,"7","San Diego St",24.2666666666667,56.1666666666667,5.9,18.2,13.8333333333333,20.2333333333333,10.8,25.8666666666667,12.0333333333333,11.9333333333333,6.56666666666667,4.36666666666667,15.2,0.666666666666667
2010,1288,50,FALSE,"15","Morgan St",26.1666666666667,60.5,5.61111111111111,16.6111111111111,18.8055555555556,26.75,15.4166666666667,24.8611111111111,12.7222222222222,13.5277777777778,6.58333333333333,4.02777777777778,21.1111111111111,0.75
2016,1323,70,TRUE,"6","Notre Dame",27.15625,57.625,7.34375,19.90625,14.0625,19.125,10.90625,25.15625,13.46875,9.71875,5.59375,3.90625,15.5,0.65625
2015,1323,69,TRUE,"3","Notre Dame",27.7941176470588,54.5,8.26470588235294,21.0588235294118,14.9705882352941,20.2352941176471,8.32352941176471,24.4411764705882,15.1176470588235,9.38235294117647,6.88235294117647,3.55882352941176,14.2058823529412,0.852941176470588
2008,1257,79,TRUE,"3","Louisville",25.5,56.25,7.53125,22,13.40625,20.46875,11.65625,26.0625,14.8125,13.25,8.09375,4.90625,18.1875,0.75
2014,1246,56,TRUE,"8","Kentucky",25.1764705882353,55.7941176470588,5.08823529411765,15.6470588235294,20.4705882352941,30,14.6470588235294,26.5,11.5,12.2058823529412,4.76470588235294,6.23529411764706,19,0.705882352941177
2019,1318,53,FALSE,"13","Northeastern",26.1818181818182,54.2727272727273,9.75757575757576,25.1515151515152,13.969696969697,18.6060606060606,6.96969696969697,24.7878787878788,14.3333333333333,11.2424242424242,6.15151515151515,2.15151515151515,16,0.696969696969697
2017,1345,80,TRUE,"4","Purdue",27.9375,58.25,9,22.15625,15.25,19.96875,9.84375,28.09375,18.125,13.09375,5.21875,2.5,15.75,0.78125
2007,1458,76,TRUE,"2","Wisconsin",24.2352941176471,52.3529411764706,5.82352941176471,16.3529411764706,15.7941176470588,23.2647058823529,11.3529411764706,23.7352941176471,13.7352941176471,11.4411764705882,5.67647058823529,3.26470588235294,14.9411764705882,0.852941176470588
2005,1137,64,TRUE,"14","Bucknell",21.258064516129,47.741935483871,6.61290322580645,17.5806451612903,14.4516129032258,20.7096774193548,9.35483870967742,22.4193548387097,12.4516129032258,15.7741935483871,8,3,18.8709677419355,0.709677419354839
2011,1208,65,FALSE,"10","Georgia",25,55.375,4.71875,13.875,14.09375,20.25,12.375,25.34375,15.1875,13.40625,6.5,5.03125,16.5,0.65625
2021,1211,98,TRUE,"1","Gonzaga",34.1538461538462,62,7.30769230769231,20.0384615384615,16.5,22.7307692307692,8.23076923076923,27.2692307692308,18.3076923076923,11.9230769230769,8.30769230769231,2.84615384615385,3.57692307692308,1
2019,1181,85,TRUE,"1","Duke",30.5,63.9117647058824,7.26470588235294,24.0588235294118,15.2352941176471,22.0882352941176,13.3823529411765,28.3823529411765,15.9117647058824,13.1176470588235,9.47058823529412,6.82352941176471,15.8529411764706,0.852941176470588
2022,1277,74,TRUE,"7","Michigan St",26,56.9117647058824,7.17647058823529,19,12.9117647058824,17.2941176470588,8.5,25.2058823529412,15.7941176470588,12.7058823529412,5.82352941176471,5.05882352941176,16.9411764705882,0.647058823529412
2004,1376,43,FALSE,"10","South Carolina",25.1818181818182,57.7575757575758,6.78787878787879,20.5454545454545,13.7575757575758,20.4242424242424,12.6969696969697,23.6363636363636,14.8484848484848,13.2121212121212,8.93939393939394,5.24242424242424,18,0.696969696969697
2016,1463,79,TRUE,"12","Yale",26.1851851851852,56.037037037037,6.40740740740741,17.2592592592593,15.7037037037037,23.5555555555556,13.4814814814815,26.8148148148148,15.0740740740741,13.4814814814815,5.59259259259259,4.51851851851852,17.962962962963,0.777777777777778
2012,1199,66,TRUE,"3","Florida St",25.2727272727273,55.1515151515151,6.15151515151515,17.4242424242424,13.6363636363636,19.3939393939394,11.6666666666667,25.030303030303,12.2121212121212,16.2727272727273,7.60606060606061,5.93939393939394,18.7575757575758,0.727272727272727
2008,1124,79,FALSE,"11","Baylor",27.9,61.6,8.43333333333333,22.4,16.5,22.2666666666667,11.7333333333333,25.6,11.9333333333333,12.6,7.36666666666667,4.4,20.9,0.666666666666667
2013,1278,83,TRUE,"11","Minnesota",23.875,53.96875,5.21875,16,15.46875,22.59375,14.90625,23.9375,14.78125,13.8125,7.5625,5.71875,17.53125,0.625
2003,1166,73,FALSE,"6","Creighton",28.6969696969697,57.4545454545455,7.96969696969697,20.4848484848485,13.8787878787879,20.030303030303,10.8787878787879,23.1818181818182,16.8181818181818,13.3636363636364,8.39393939393939,4.45454545454545,17.2727272727273,0.878787878787879
2013,1235,76,TRUE,"10","Iowa St",27.5757575757576,60.6060606060606,9.84848484848485,26.6060606060606,14.6363636363636,20.030303030303,12.2727272727273,26.4545454545455,15.969696969697,13.2727272727273,6.51515151515152,2.90909090909091,16.969696969697,0.666666666666667
2021,1328,72,TRUE,"8","Oklahoma",26.8,60.68,8,23.64,13.16,17.68,8.72,24.8,13.4,10.48,7.36,3.44,4,0.6
2009,1181,86,TRUE,"2","Duke",26.5882352941176,59.2941176470588,7.23529411764706,20.7352941176471,17.6176470588235,24.3529411764706,13.3235294117647,23.2941176470588,13.3823529411765,12.3235294117647,8.5,4.08823529411765,18.0294117647059,0.823529411764706
2017,1153,75,TRUE,"6","Cincinnati",26.9411764705882,59.2941176470588,7.41176470588235,21.5882352941176,13.1764705882353,19.2941176470588,12.4117647058824,24.7941176470588,15.8235294117647,10,7.47058823529412,5.08823529411765,15.9705882352941,0.852941176470588
2015,1329,73,FALSE,"9","Oklahoma St",22.3666666666667,51.4666666666667,6.86666666666667,19.8333333333333,14.9333333333333,20.4333333333333,8.66666666666667,22.9333333333333,11.3,12,7.76666666666667,5,19.2666666666667,0.566666666666667
2021,1400,52,FALSE,"3","Texas",26.3076923076923,57.9615384615385,8.65384615384615,24.2692307692308,13.9615384615385,19.7307692307692,9.57692307692308,26.1923076923077,13.0384615384615,13.7692307692308,6.5,3.92307692307692,5.76923076923077,0.730769230769231
2003,1323,70,TRUE,"5","Notre Dame",27.2258064516129,60.6774193548387,8.29032258064516,21.7741935483871,17.3548387096774,22.8387096774194,11.3870967741935,26.8709677419355,16.9032258064516,12.7741935483871,7.45161290322581,5.64516129032258,16.2258064516129,0.709677419354839
2004,1102,52,FALSE,"11","Air Force",20.2857142857143,42.0357142857143,8.46428571428571,22.2142857142857,11.1428571428571,15.7142857142857,6.14285714285714,15.3571428571429,13.25,10.7857142857143,7.78571428571429,2.35714285714286,16.6428571428571,0.785714285714286
2009,1112,84,TRUE,"12","Arizona",25.65625,54.0625,6.1875,15.65625,14.6875,20,11.09375,22.75,14.4375,12.59375,5.96875,3.0625,15.625,0.59375
2010,1199,60,FALSE,"9","Florida St",24.5806451612903,54.0322580645161,5.80645161290323,17.3225806451613,13.5161290322581,20.9354838709677,12.741935483871,25.2903225806452,13.9032258064516,16.7741935483871,8.38709677419355,6.32258064516129,17.8387096774194,0.709677419354839
2013,1329,55,FALSE,"5","Oklahoma St",24.78125,56.3125,5.5625,17.59375,17.25,23,10.875,25.53125,12.0625,12.40625,7.5,4.75,17.96875,0.75
2013,1166,67,TRUE,"7","Creighton",26.6764705882353,52.5588235294118,8.76470588235294,20.8235294117647,13.2647058823529,17.6764705882353,8.41176470588235,26.8235294117647,17.1764705882353,12.2647058823529,5,2.58823529411765,16.2058823529412,0.794117647058823
2016,1332,91,TRUE,"1","Oregon",27.3030303030303,58.8787878787879,7,19.969696969697,16.9393939393939,23.6969696969697,11.7575757575758,24,13.6363636363636,11.3636363636364,7.60606060606061,5.81818181818182,18.030303030303,0.818181818181818
2013,1272,54,TRUE,"6","Memphis",27.5588235294118,57.5882352941176,6.17647058823529,16.2941176470588,14.5588235294118,21.8529411764706,12.2647058823529,25.5294117647059,17.2058823529412,14.6176470588235,8.97058823529412,6.29411764705882,18.0882352941176,0.882352941176471
2009,1113,66,TRUE,"6","Arizona St",23.7878787878788,49.3939393939394,8.09090909090909,22.0909090909091,13.8787878787879,18.7575757575758,8.42424242424242,22.9090909090909,15.6060606060606,11.5151515151515,5.90909090909091,2.09090909090909,15.9090909090909,0.727272727272727
2010,1393,79,TRUE,"1","Syracuse",30.0625,58.28125,6.71875,17.4375,14.625,21.78125,12.125,26.03125,19.375,15.09375,10,6.5625,14.625,0.875
2006,1305,79,FALSE,"5","Nevada",25.8387096774194,57.1290322580645,5.41935483870968,15.0645161290323,15.1290322580645,21,12.6451612903226,25.6774193548387,15.3548387096774,12.9677419354839,5.38709677419355,4.74193548387097,16.258064516129,0.838709677419355
2015,1352,56,FALSE,"16","Robert Morris",24.3030303030303,54.4848484848485,6.39393939393939,16.8181818181818,14,19.6060606060606,10.4242424242424,23,12.2424242424242,13.7575757575758,8.54545454545454,2.93939393939394,18.5454545454545,0.575757575757576
2014,1328,75,FALSE,"5","Oklahoma",27.625,61.3125,8.53125,22.5625,18.375,24.5,11.875,25.78125,14.65625,11.4375,6.84375,3.28125,19.03125,0.71875
2005,1305,61,TRUE,"9","Nevada",24.7241379310345,53.551724137931,2.68965517241379,9.93103448275862,17.4137931034483,24.6551724137931,12.0689655172414,27.3103448275862,15.0689655172414,14.5862068965517,6.68965517241379,5.17241379310345,15.7241379310345,0.793103448275862
2007,1196,112,TRUE,"1","Florida",28.5588235294118,54.2058823529412,7.17647058823529,17.5882352941176,15.0294117647059,22.0882352941176,11.0882352941176,26.0882352941176,15.7647058823529,14,7.08823529411765,4.82352941176471,15.6764705882353,0.852941176470588
2022,1234,63,FALSE,"5","Iowa",29.9142857142857,64.4571428571429,9.28571428571429,25.2571428571429,14.6571428571429,19.5714285714286,10.5714285714286,23.7142857142857,16.0857142857143,8.77142857142857,7.4,4.37142857142857,16.1428571428571,0.742857142857143
2017,1374,65,FALSE,"6","SMU",26.1764705882353,55.2647058823529,8.14705882352941,20.0588235294118,14.0294117647059,20.1764705882353,11.9411764705882,26.4117647058824,16.3529411764706,10.8529411764706,5.73529411764706,3.44117647058824,14.4117647058824,0.882352941176471
2003,1161,57,FALSE,"14","Colorado St",26.4,52.1,4.2,11.5666666666667,17,24.2666666666667,10.8,23.4666666666667,15.5,16.1333333333333,5.33333333333333,4.23333333333333,20.5666666666667,0.566666666666667
2004,1186,56,FALSE,"15","E Washington",24.75,51.8928571428571,6.17857142857143,16.4285714285714,14.5714285714286,20.7142857142857,9.14285714285714,21.1785714285714,15.7142857142857,15.2142857142857,6.35714285714286,1.5,20.3214285714286,0.571428571428571
2004,1140,75,FALSE,"12","BYU",25.1851851851852,51.7407407407407,5.37037037037037,15.5555555555556,16.4444444444444,22.5555555555556,9.96296296296296,23.4444444444444,14.6666666666667,14,7.18518518518519,3.25925925925926,19.1111111111111,0.703703703703704
2004,1444,58,FALSE,"11","W Michigan",27.4333333333333,59.2333333333333,7.16666666666667,18.8666666666667,17.1666666666667,23.8333333333333,14.3666666666667,23.6666666666667,15.4666666666667,13.3,8.76666666666667,2.73333333333333,19.3666666666667,0.866666666666667
2013,1139,68,TRUE,"6","Butler",23.9393939393939,53.3636363636364,6.54545454545455,19.0606060606061,14,20.3333333333333,11.6060606060606,24.8787878787879,12.8787878787879,13.2727272727273,5.66666666666667,2.3030303030303,18.0606060606061,0.757575757575758
2018,1211,68,TRUE,"4","Gonzaga",30.8529411764706,61.3235294117647,9.08823529411765,24.2941176470588,13.7058823529412,18.9705882352941,11.0588235294118,28.8529411764706,15.7352941176471,11.2941176470588,6.44117647058824,3.70588235294118,17.0588235294118,0.882352941176471
2018,1361,65,FALSE,"11","San Diego St",27.4193548387097,59.8709677419355,7.41935483870968,21.6129032258065,14.8064516129032,20.5161290322581,11.0967741935484,26.3870967741935,14.9354838709677,11.9677419354839,6.16129032258065,3.12903225806452,17.2258064516129,0.67741935483871
2013,1211,64,TRUE,"1","Gonzaga",27.3125,54.78125,6.21875,17.0625,15.96875,22.4375,11.46875,25.625,14.84375,11.15625,7.875,2.78125,15.90625,0.9375
2005,1150,63,FALSE,"7","Charlotte",26.4285714285714,61.0357142857143,8,21.75,17.5,25.5714285714286,14.5714285714286,24.1071428571429,14.2142857142857,13.1785714285714,8.71428571428571,3.21428571428571,16.9642857142857,0.75
2007,1435,77,TRUE,"6","Vanderbilt",26.4,58.1,9.16666666666667,24.5333333333333,13.7666666666667,18.9,10.1333333333333,23.1,16.6666666666667,12.4666666666667,7.36666666666667,2.6,17,0.633333333333333
2014,1329,77,FALSE,"9","Oklahoma St",26.4242424242424,56.8484848484849,7.15151515151515,19.4242424242424,20.3333333333333,28.0909090909091,9.54545454545454,25.6969696969697,13.6363636363636,10.4242424242424,7.57575757575758,4.78787878787879,19.6060606060606,0.636363636363636
2009,1165,59,FALSE,"14","Cornell",26.1724137931034,55.3793103448276,7.48275862068965,18.3448275862069,13.3793103448276,18.1379310344828,10.2413793103448,25.0689655172414,15.4137931034483,13.0689655172414,6.75862068965517,3.93103448275862,18.1379310344828,0.689655172413793
2003,1458,81,TRUE,"5","Wisconsin",25.0344827586207,53.8965517241379,6.24137931034483,17.3793103448276,14.4137931034483,19.448275862069,10.3103448275862,22.551724137931,13.3103448275862,10.5172413793103,6.96551724137931,2.82758620689655,14.8275862068966,0.758620689655172
2019,1235,59,FALSE,"6","Iowa St",27.9705882352941,58.6470588235294,8.47058823529412,23.2058823529412,13.0294117647059,17.7941176470588,9.41176470588235,25.7647058823529,15.2352941176471,11.1176470588235,7,4.64705882352941,14.7647058823529,0.676470588235294
2003,1163,58,TRUE,"5","Connecticut",29.5333333333333,62.2,6.06666666666667,15.7,14.9,22.1,14.7666666666667,27.9,15.6333333333333,15.8,5.93333333333333,7.73333333333333,18.4,0.7
2013,1103,42,FALSE,"12","Akron",25.7741935483871,56.9354838709677,6.93548387096774,20.8709677419355,13.4516129032258,20.9354838709677,13.0322580645161,24.7741935483871,15,13.741935483871,7.12903225806452,5.58064516129032,18,0.806451612903226
2015,1400,48,FALSE,"11","Texas",23.6060606060606,54.1515151515151,6.24242424242424,18.3939393939394,14.4848484848485,19.969696969697,12.4242424242424,27.2727272727273,13.1818181818182,12.7272727272727,3.75757575757576,7.87878787878788,16.1515151515152,0.606060606060606
2018,1168,48,FALSE,"15","CS Fullerton",24.8275862068966,52.6551724137931,5.13793103448276,14.9655172413793,17.8620689655172,24.2413793103448,8.31034482758621,25.5862068965517,12.3793103448276,14.4827586206897,6.41379310344828,3.3448275862069,18.2413793103448,0.620689655172414
