"Order.ID","Sales"
"CA-2018-161956",2971.792
"CA-2018-145219",2970.432
"CA-2018-119284",2942.784
"US-2018-163300",2911.784
"US-2017-163881",2904.572
"CA-2018-115602",2888.518
"CA-2015-136567",2884.37
"US-2017-116729",2875.544
"CA-2015-120474",2854.48
"CA-2015-133592",2846.22
"CA-2016-164777",2803.92
"US-2016-100377",2799.96
"CA-2017-163804",2781.77
"CA-2018-157854",2747.25
"US-2018-141677",2737.672
"CA-2015-154627",2735.952
"CA-2016-139731",2717.31
"CA-2015-127299",2692.329
"CA-2018-123967",2690.74
"US-2017-164196",2678.94
"CA-2016-111038",2676.672
"CA-2017-163167",2673.69
"CA-2016-124450",2670.19
"CA-2017-114489",2657.81
"CA-2015-169019",2656.716
"CA-2016-146563",2645.021
"CA-2016-123113",2643.06
"CA-2018-112333",2633.51
"CA-2016-160227",2621.322
"CA-2017-108987",2620.9376
"CA-2018-134845",2613.309
"US-2018-161935",2610.73
"CA-2018-107174",2595.388
"CA-2015-141313",2583.19
"CA-2016-155306",2572.5
"CA-2016-120677",2567.84
"CA-2018-156776",2563.314
"CA-2017-169670",2563.056
"CA-2016-164882",2562.171
"US-2017-114013",2550.587
"CA-2017-168354",2545.12
"CA-2016-162782",2541.98
"CA-2016-105627",2531.88
"CA-2018-168858",2521.48
"CA-2016-109575",2503.82
"CA-2017-104157",2503.47
"CA-2018-160885",2479.96
"US-2018-118087",2457.141
"CA-2017-105081",2445.602
"US-2018-162558",2437.672
"US-2018-135013",2399.96
"CA-2017-107202",2396.4
"CA-2018-128363",2382.926
"CA-2017-147256",2377.56
"CA-2017-105732",2374.73
"CA-2018-138975",2361.52
"CA-2015-122931",2358.672
"CA-2015-126683",2354.98
"CA-2018-121027",2340.06
"CA-2016-169796",2339.84
"CA-2017-114727",2331.84
"CA-2015-126403",2304.37
"CA-2016-137974",2298.9
"US-2017-113677",2294.9
"CA-2018-120376",2283.43
"CA-2018-150091",2258.28
"CA-2018-157987",2255.868
"CA-2016-135685",2233.02
"CA-2018-149048",2229.18
"CA-2016-113145",2220.06
"CA-2015-110408",2216.8
"CA-2016-130659",2201.864
"US-2016-128090",2200.328
"CA-2018-142090",2165.658
"CA-2016-121783",2165.12
"CA-2015-128524",2158.694
"CA-2016-121797",2147.336
"CA-2017-143805",2145.25
"CA-2015-126361",2126.034
"CA-2015-145387",2116.506
"CA-2018-121790",2113.567
"CA-2018-117212",2110.72
"CA-2018-149559",2089.412
"CA-2016-135622",2079.112
"US-2017-108504",2075.51
"CA-2017-131737",2073.35
"CA-2017-168032",2067.796
"CA-2015-166954",2061.01
"CA-2015-169726",2060.744
"CA-2018-123372",2059.85
"CA-2017-133935",2056.006
"CA-2015-131450",2049.816
"CA-2018-141733",2049.534
"CA-2016-113404",2048.856
"US-2015-135972",2046.354
"CA-2018-111738",2031.392
"CA-2017-125087",2027.188
"CA-2015-134313",2027.144
"CA-2016-125976",2026.78
"CA-2016-121188",2017.532
"US-2018-118941",2017.32
"US-2018-167318",2012.302
"CA-2018-107517",2011.9
"US-2017-131611",2007.9048
"CA-2017-155530",2003.52
"CA-2015-163748",2003.12
"CA-2017-157791",1999.96
"CA-2018-123491",1993.772
"CA-2018-155880",1986.52
"CA-2017-133725",1979.928
"CA-2015-120768",1979.89
"CA-2016-110863",1971.46
"CA-2016-111514",1966.557
"CA-2018-167752",1958.544
"CA-2016-114069",1952.808
"CA-2017-142335",1949.31
"CA-2016-157084",1941.81
"CA-2017-165330",1937.924
"CA-2018-136308",1919.976
"CA-2016-102582",1918.79
"US-2018-112347",1915.624
"CA-2016-160171",1910.7
"CA-2015-154893",1897.92
"CA-2018-159100",1893.786
"CA-2015-126760",1891.316
"US-2018-122714",1889.99
"CA-2015-151330",1885.27
"CA-2016-140984",1884.144
"CA-2018-147760",1883.724
"CA-2018-144491",1875.128
"CA-2016-126725",1873.606
"US-2018-105998",1872.934
"US-2015-147627",1859.4
"CA-2017-106950",1854.241
"CA-2018-151799",1843.402
"CA-2015-154599",1840.043
"US-2018-167920",1827.51
"US-2018-142188",1820.208
"CA-2016-146262",1816.696
"CA-2018-117324",1816.36
"US-2018-158526",1814.68
"CA-2015-124688",1812.01
"CA-2018-119452",1805.88
"CA-2017-126732",1804.248
"CA-2016-134719",1801.632
"US-2018-117723",1801.632
"CA-2017-105459",1800.168
"CA-2015-116666",1799.97
"CA-2015-152268",1793.98
"CA-2017-101546",1793.98
"CA-2018-141789",1793.98
"US-2016-127040",1782.17
"CA-2018-112515",1782.104
"CA-2015-107818",1771.52
"CA-2018-152975",1770.19
"CA-2015-103310",1769.784
"CA-2017-153598",1761.85
"CA-2016-141243",1757.8536
"CA-2018-105669",1749.902
"CA-2017-169838",1745.91
"CA-2016-147788",1745.71
"CA-2016-126557",1745.399
"CA-2015-108147",1745.36
"US-2018-100930",1735.8505
"CA-2015-125829",1729.416
"CA-2018-131254",1729.286
"US-2016-126214",1717.97
"CA-2016-115567",1716.16
"CA-2018-113418",1704.89
"CA-2017-152555",1702.38
"CA-2018-145884",1702.03
"US-2017-102239",1691.608
"CA-2018-105914",1687.26
"US-2016-163279",1685.456
"CA-2015-131387",1679.96
"CA-2015-157147",1679.749
"US-2017-121013",1678
"US-2017-100461",1671.93
"CA-2017-162390",1671.08
"CA-2018-148446",1669.6
"CA-2016-102281",1668.988
"CA-2018-158729",1665.62
"CA-2016-141565",1664.132
"CA-2015-105984",1661.028
"CA-2017-125220",1649.75
"CA-2018-143063",1645.87
"CA-2015-140858",1639.711
"CA-2015-165309",1639.496
"CA-2016-167010",1636.356
"CA-2016-155600",1635.018
"US-2018-120390",1633.188
"CA-2017-127138",1632.362
"CA-2018-118724",1629.712
"CA-2017-121370",1628.61
"CA-2017-130946",1616.704
"CA-2015-150798",1614.124
"CA-2017-102162",1611.01
"CA-2015-124856",1609.32
"CA-2017-105207",1604.73
"CA-2017-128594",1603.136
"CA-2017-152247",1603.136
"CA-2017-150350",1599.864
"CA-2017-109869",1588.323
"CA-2018-163006",1584.866
"CA-2018-103877",1577.94
"CA-2018-146983",1577.94
"CA-2015-150245",1573.488
"CA-2016-101889",1568.862
"CA-2017-165848",1562.694
"CA-2017-146934",1562.086
"CA-2018-111556",1559.668
"CA-2016-156482",1558.42
"CA-2017-107783",1556.694
"CA-2016-142944",1555.244
"CA-2015-151995",1549.77
"CA-2016-138009",1542.47
"CA-2018-103212",1541.51
"CA-2015-153850",1537.544
"CA-2016-166947",1522.638
"US-2015-119137",1520.376
"US-2018-109253",1520.15
"CA-2015-144666",1517.574
"CA-2017-142594",1517.049
"US-2018-109316",1515.186
"CA-2015-125731",1508.768
"CA-2015-127614",1508.13
"CA-2017-114867",1507.938
"CA-2017-135776",1506.02
"CA-2017-139997",1499.95
"CA-2018-116680",1491.616
"CA-2017-114972",1489.724
"CA-2015-103492",1488.774
"US-2018-134481",1488.424
"CA-2016-146675",1483.528
"CA-2015-114251",1476.834
"CA-2018-162691",1476.27
"CA-2017-131289",1475.584
"US-2018-155425",1475.054
"CA-2017-158694",1467.134
"CA-2017-169103",1466.32
"CA-2017-163328",1465.032
"US-2015-138247",1461.172
"CA-2018-162015",1455.55
"CA-2017-123540",1454.9
"US-2016-122784",1454.838
"CA-2016-100146",1452.7875
"CA-2018-109085",1448.853
"CA-2016-162047",1448.82
"CA-2018-146535",1446.84
"CA-2016-132486",1446.784
"CA-2018-127397",1443.72
"CA-2015-132612",1441.3
"CA-2017-147417",1439.976
"US-2018-147886",1435.96
"CA-2018-116988",1433.19
"CA-2017-129868",1431.078
"CA-2017-144764",1427.308
"US-2017-143448",1424.9
"CA-2016-153381",1423.34
"CA-2017-158099",1422.252
"CA-2015-108609",1421.664
"CA-2018-143686",1418.21
"CA-2015-114321",1417.35
"US-2017-160528",1416.304
"CA-2017-112697",1410.066
"US-2018-133200",1407.2048
"CA-2015-124247",1403.92
"CA-2017-146913",1403.92
"CA-2017-155845",1399.944
"CA-2017-159891",1396.35
"CA-2015-165764",1395.673
"CA-2015-119151",1393.872
"CA-2017-113243",1388.78
"CA-2016-104626",1388.46
"CA-2017-111213",1384.924
"CA-2018-102379",1378.948
"CA-2017-147137",1376.445
"CA-2018-153045",1370.535
"CA-2015-163552",1368.62
"CA-2015-111192",1367.84
"CA-2017-110492",1366.04
"CA-2015-110786",1365.63
"CA-2018-122364",1365.48
"CA-2017-105256",1363.96
"CA-2016-119879",1363.674
"CA-2018-104640",1362.056
"CA-2016-105571",1361.631
"CA-2018-157966",1358.866
"US-2018-111423",1358.484
"CA-2017-138968",1356.576
"CA-2015-166863",1353.5296
"CA-2016-154284",1349.63
"CA-2018-107167",1347.52
"US-2016-114741",1347.27
"CA-2016-140410",1345.418
"US-2018-169551",1344.838
"CA-2017-149279",1344.42
"CA-2015-143903",1340.976
"CA-2018-105851",1332.496
"CA-2018-142034",1331.82
"CA-2017-101791",1328.128
"CA-2015-128146",1326.69
"CA-2018-108574",1324.574
"CA-2018-147207",1322.75
"CA-2018-102750",1322.352
"CA-2017-147375",1321.467
"US-2017-138408",1319.96
"CA-2017-139269",1311.97
"CA-2018-111689",1311.372
"CA-2017-133550",1311.03
"CA-2015-166471",1310.336
"CA-2015-136399",1308.196
"CA-2016-157322",1305.81
"CA-2017-162355",1302.83
"US-2015-115196",1299.99
"US-2018-142573",1298.896
"CA-2018-100650",1295.78
"CA-2018-142342",1295.025
"CA-2017-128223",1293.488
"CA-2016-113152",1293.468
"CA-2016-148635",1288.848
"CA-2017-117590",1288.464
"CA-2017-134887",1287.45
"CA-2015-162775",1287.26
"CA-2017-109722",1284.8
"CA-2016-133585",1283.3264
"CA-2017-152730",1282.61
"CA-2015-106376",1280.992
"CA-2018-126067",1278.158
"CA-2015-127446",1273.623
"CA-2016-112452",1273.606
"US-2015-144078",1272.704
"US-2015-123183",1271.42
"CA-2018-167395",1271.17
"CA-2016-120621",1270.379
"US-2017-141544",1269.87
"CA-2017-145905",1264.14
"CA-2017-142545",1263.67
"CA-2015-106726",1261.33
"CA-2017-162187",1252.636
"CA-2015-101931",1252.602
"CA-2018-128265",1247.64
"CA-2018-122693",1245.86
"US-2016-139675",1242.896
"CA-2018-110443",1242.632
"CA-2018-150266",1240.418
"CA-2018-127026",1239.833
"CA-2016-160472",1238.33
"US-2016-138121",1233.61
"CA-2018-105214",1231.5
"CA-2016-111780",1230.5
"CA-2016-117415",1228.9532
"CA-2015-164315",1220.67
"CA-2017-163573",1219.96
"CA-2018-123085",1219.792
"CA-2016-153423",1217.568
"US-2015-117968",1217.38
"US-2015-118997",1215.92
"US-2017-155768",1215.72
"CA-2016-150714",1215.269
"CA-2015-141796",1214.85
"CA-2015-139192",1213.494
"CA-2015-152100",1212.96
"CA-2017-113607",1203.89
"CA-2016-166219",1203.441
"CA-2017-110499",1199.976
"CA-2015-111871",1198.33
"US-2018-166688",1196.316
"CA-2015-121006",1194.87
"US-2015-137869",1190.84
"CA-2015-134572",1190.53
"CA-2017-152289",1184.7
"CA-2017-110975",1179.822
"CA-2017-155516",1179.27
"CA-2015-116932",1173.616
"CA-2016-103835",1173.03
"CA-2018-152933",1171.792
"CA-2016-130974",1170.918
"CA-2016-146486",1170.72
"CA-2018-130841",1170.564
"CA-2018-125451",1169.98
"CA-2018-121839",1169.694
"US-2017-169040",1169.454
"CA-2015-163419",1167.296
"US-2017-167339",1167.056
"CA-2016-153549",1166.92
"CA-2015-146283",1166.716
"US-2017-150861",1165.328
"CA-2017-123946",1159.06
"US-2018-163790",1158.882
"CA-2015-159520",1158.448
"CA-2018-158561",1158.12
"CA-2017-114601",1157.98
"CA-2017-134803",1157.68
"US-2018-162670",1152.87
"CA-2017-116911",1148.806
"CA-2015-104563",1143.822
"CA-2016-165624",1142.43
"CA-2015-130428",1142.165
"US-2015-125521",1139.92
"US-2017-111290",1137.4
"CA-2016-136469",1136.896
"CA-2015-117464",1136.092
"CA-2016-132626",1133.82
"CA-2016-117800",1132.84
"CA-2018-130036",1132.56
"CA-2017-109344",1127.976
"CA-2016-110016",1126.83
"CA-2018-160633",1126.294
"CA-2015-168984",1122.968
"CA-2017-136406",1121.568
"CA-2017-157280",1120.73
"CA-2017-142958",1120.368
"CA-2017-148852",1119.148
"CA-2016-165162",1117.92
"CA-2017-136812",1117.92
"US-2016-161991",1116.48
"CA-2018-100097",1115.25
"CA-2017-132304",1115.17
"CA-2016-123141",1114.192
"CA-2018-140872",1111.698
"CA-2017-153178",1111.418
"CA-2015-138128",1110.648
"CA-2017-163776",1110.5
"CA-2017-106530",1110.344
"CA-2016-158491",1109.95
"CA-2015-124478",1109.725
"CA-2015-163468",1109.372
"CA-2018-122035",1107.68
"CA-2015-103100",1107.66
"CA-2017-162236",1106.924
"CA-2015-154963",1106.77
"CA-2016-126697",1102.472
"CA-2018-138149",1100.62
"CA-2016-154956",1099.96
"CA-2018-150420",1099.5
"CA-2018-102407",1096.488
"CA-2017-112123",1094.25
"CA-2017-158001",1091.44
"CA-2015-166086",1091.35
"CA-2018-150910",1090.348
"CA-2017-160108",1085.87
"CA-2017-155978",1085.688
"CA-2017-144218",1085.42
"CA-2018-164112",1085.42
"CA-2016-127509",1085.16
"CA-2018-162789",1083.07
"CA-2016-132465",1082.15
"CA-2018-121888",1081.69
"US-2018-165456",1079.316
"CA-2018-161774",1078.438
"CA-2018-151981",1077.47
"CA-2015-140662",1075.37
"CA-2018-117702",1071.74
"US-2018-117534",1069.132
"US-2018-128951",1065.84
"US-2018-106145",1065.216
"CA-2017-115917",1064.624
"US-2016-168704",1061.328
"CA-2017-124352",1058.27
"CA-2016-112130",1058.188
"CA-2018-108560",1058.108
"CA-2018-152310",1057.168
"CA-2017-102092",1056.86
"CA-2016-109638",1055.142
"CA-2017-146633",1054.928
"CA-2018-131828",1051.912
"CA-2015-112158",1050.6
"US-2018-164056",1048.35
"CA-2016-133242",1046.47
"CA-2017-137743",1045.872
"CA-2017-105816",1045.21
"CA-2016-106320",1044.63
"US-2018-102890",1044.63
"CA-2015-102673",1044.44
"CA-2016-124800",1044.075
"CA-2017-129280",1043.041
"CA-2015-131002",1040.19
"CA-2016-130890",1038.84
"CA-2018-124205",1038.26
"US-2015-157385",1037.19
"CA-2016-145758",1035.8
"CA-2016-143105",1033.234
"CA-2018-100622",1030.742
"CA-2017-132997",1030.494
"CA-2017-101672",1027.676
"CA-2018-148404",1027.21
"CA-2017-158778",1024.637
"CA-2016-135174",1022.97
"CA-2015-129091",1022.61
"CA-2017-146206",1020.89
"CA-2018-145233",1020.263
"US-2016-157154",1018.104
"CA-2018-115882",1017.136
"CA-2017-107328",1016.184
"CA-2015-153913",1015.816
"US-2017-144057",1013.792
"CA-2016-153388",1011.696
"CA-2016-142601",1009.13
"CA-2015-103660",1007.944
"CA-2015-106439",1007.936
"CA-2018-147956",1003.62
"CA-2017-168753",1002.7
"US-2016-134026",1001.76
"CA-2017-140249",1001.584
"CA-2016-150875",1001.196
"CA-2015-160094",1000.95
"CA-2016-121650",1000.43
"CA-2018-138380",1000.02
"CA-2016-156104",999.98
"CA-2017-166429",999.98
"CA-2015-121629",998.85
"CA-2017-140382",997.934
"CA-2018-164756",997.83
"CA-2018-121489",994.464
"CA-2017-152156",993.9
"CA-2015-145254",992.828
"CA-2016-130113",991.26
"CA-2018-121048",988.204
"US-2018-141558",987.188
"CA-2018-166436",983.172
"US-2016-108966",979.9455
"CA-2016-137946",979.104
"CA-2018-105410",976.828
"CA-2017-112669",976.512
"CA-2016-109512",976.347
"CA-2016-104941",976.29
"US-2018-113992",974.988
"CA-2016-154326",974.9
"CA-2018-134915",972.08
"CA-2016-166583",971.88
"CA-2015-146969",968.3
"CA-2017-145730",962.406
"US-2017-164630",959.968
"CA-2017-114104",959.55
"US-2018-116652",959.2
"CA-2018-112753",956.8035
"US-2017-110170",956.6648
"CA-2018-151750",954.902
"CA-2018-108441",954.548
"CA-2018-104731",951.98
"CA-2018-147277",949.772
"CA-2015-148383",946.764
"CA-2016-110548",946.344
"US-2015-155502",944.61
"US-2018-130953",935.74
"CA-2015-120838",935.152
"CA-2017-156748",933.95
"CA-2018-132290",933.408
"CA-2018-139199",927.44
"CA-2015-124429",926.44
"CA-2016-136805",925.83
"CA-2018-128944",921.228
"CA-2017-132829",921.024
"CA-2016-142755",919.49
"CA-2017-100993",918.966
"CA-2018-143245",916.59
"CA-2018-119578",916.14
"CA-2018-104801",914.12
"CA-2018-107132",913.168
"CA-2016-120362",912.75
"CA-2018-142622",911.82
"CA-2017-156685",911.256
"CA-2016-133452",910.792
"CA-2018-154410",909.12
"CA-2018-128853",908.82
"CA-2015-140396",907.56
"US-2015-141215",906.43
"CA-2018-116519",904.9
"US-2015-165659",904.13
"CA-2018-161410",904.116
"CA-2017-168893",903.77
"CA-2017-118745",902.712
"CA-2018-155460",901.2
"CA-2017-150945",900.08
"CA-2016-103933",899.91
"CA-2017-145177",899.59
"CA-2018-105333",899.11
"CA-2016-108665",896.38
"CA-2016-149342",896.31
"CA-2018-147291",895.92
"US-2017-123750",895.06
"CA-2016-107678",893.09
"CA-2018-115154",892.98
"CA-2016-161452",892.224
"CA-2017-123358",891.962
"CA-2015-109897",891.776
"CA-2018-111332",891.53
"CA-2018-127782",891.504
"CA-2015-137274",890.841
"US-2018-100048",889.29
"CA-2017-161907",887.966
"CA-2015-168130",887.103
"US-2015-106299",886.28
"CA-2017-127761",885.57
"CA-2017-133795",885.03
"CA-2017-114860",884.68
"CA-2016-135538",883.84
"CA-2017-160535",883.32
"CA-2018-135937",882.99
"CA-2018-121853",878.816
"CA-2017-164399",878.328
"CA-2015-125556",876.73
"CA-2018-113705",874.8
"US-2017-105578",874.308
"CA-2018-168389",873.811
"CA-2018-147032",872.5
"CA-2017-113292",871.8
"US-2018-124821",871.4
"CA-2018-121503",871.028
"CA-2017-148684",870.04
"CA-2018-166695",868.452
"CA-2017-100944",868.14
"CA-2016-145814",867.744
"CA-2015-124702",867.74
"CA-2017-118514",866.4
"CA-2018-155705",866.4
"CA-2015-102274",865.5
"CA-2018-117401",865
"CA-2017-127698",863.928
"CA-2018-117079",863.88
"CA-2017-144148",863.128
"CA-2015-137092",862.202
"CA-2016-143364",860.916
"CA-2016-154746",860.07
"CA-2017-108056",859.2
"CA-2017-137043",859.14
"CA-2015-111451",855.272
"CA-2015-142839",853.092
"CA-2018-128734",850.92
"CA-2018-140326",849.846
"CA-2018-121083",847.46
"CA-2016-140025",847.2
"CA-2016-138898",845.728
"US-2017-162852",845.488
"CA-2018-101042",843.84
"CA-2017-149797",841.568
"CA-2015-121573",840.712
"CA-2017-157336",840
"CA-2017-153682",839.988
"CA-2017-152471",839.944
"CA-2018-155376",839.43
"CA-2018-161046",839.25
"US-2018-105389",837.796
"CA-2017-127649",837.6
"US-2016-130512",837.444
"US-2017-142685",835.17
"CA-2018-132178",832.96
"US-2016-126753",832.446
"CA-2015-162992",832.138
"CA-2017-168046",831.502
"CA-2018-167941",831.368
"CA-2018-157931",830.24
"CA-2018-160325",829.83
"CA-2015-136336",828.84
"CA-2016-110765",824.97
"CA-2018-140963",823.725
"US-2017-168620",823.61
"US-2016-164308",821.94
"CA-2018-122504",821.514
"CA-2017-169943",821.224
"CA-2018-114055",819.28
"CA-2018-144498",817.829
"CA-2015-111962",817.798
"US-2017-146066",815.292
"CA-2017-131835",815.12
"US-2018-116897",814.526
"CA-2017-164770",812.68
"CA-2018-137022",811.28
"CA-2016-115798",810.2
"US-2015-140914",808.928
"CA-2018-110905",808.92
"CA-2016-157770",808.666
"US-2018-165358",807.898
"CA-2015-158372",807.686
"CA-2016-146255",807.54
"CA-2016-102876",806.409
"CA-2018-120168",806.05
"CA-2018-118199",805.99
"CA-2015-101602",803.96
"CA-2015-127558",803.04
"CA-2017-145919",802.02
"CA-2016-165050",801.988
"US-2017-157490",801.55
"CA-2015-120670",799.92
"CA-2017-157259",799.56
"CA-2016-124975",796.425
"US-2016-159982",796.324
"CA-2018-102925",796.036
"CA-2015-141649",795.408
"CA-2016-161718",794.574
"CA-2016-113628",792.508
"CA-2015-100916",788.86
"US-2015-119081",787.85
"CA-2016-110457",787.53
"CA-2017-136770",787.044
"CA-2017-153318",783.96
"CA-2015-114790",782.63
"CA-2018-100524",782.4
"CA-2018-106859",780.086
"CA-2015-103373",779.796
"CA-2018-130386",779.16
"US-2016-138093",776.44
"CA-2018-126914",776.08
"US-2015-115189",775.728
"US-2016-123218",775.01
"US-2016-132836",774.47
"CA-2015-166051",773.7
"US-2017-124163",773.59
"CA-2017-161025",772.68
"CA-2018-121419",771.8
"CA-2015-149104",770.61
"CA-2018-124436",770.21
"CA-2016-168746",769.332
"CA-2016-131856",769.024
"CA-2015-163447",767.214
"US-2018-124968",765.625
"CA-2015-103429",765.494
"CA-2016-102260",763.508
"CA-2018-152093",762.594
"US-2018-148551",760.98
"CA-2018-135279",760.8
"CA-2015-138940",758.352
"CA-2016-144806",757.712
"CA-2017-120369",756.8
"US-2017-157945",756.486
"US-2016-138303",755.096
"CA-2017-156300",754.45
"CA-2017-102981",754.212
"CA-2018-131807",753.112
"CA-2015-128846",752.92
"US-2017-100839",752.41
"CA-2018-137631",751.984
"CA-2015-129189",751.886
"CA-2016-109386",750.93
"CA-2018-121741",750.68
"CA-2018-112529",749.892
"CA-2017-107146",749.488
"US-2016-154389",748.752
"CA-2018-108539",745.28
"CA-2017-151561",744.15
"CA-2017-133816",743.988
"CA-2016-127173",743.426
"US-2015-167262",742.336
"CA-2016-120880",740.73
"CA-2018-129462",740.59
"CA-2018-113481",740.214
"CA-2017-127243",740.088
"CA-2018-103380",739.736
"CA-2016-168207",738.899
"CA-2018-137449",738.7052
"CA-2017-121223",737.394
"US-2015-102715",737.2
"CA-2016-124107",736.473
"CA-2017-140130",736.26
"CA-2018-150497",735.98
"US-2015-137155",733.56
"CA-2016-130785",733.283
"US-2018-159205",732.93
"CA-2015-134551",732.312
"CA-2017-139395",732.17
"CA-2017-164574",732.156
"CA-2015-119144",730.8525
"CA-2016-104346",730.038
"US-2015-159926",730.009
"CA-2018-113558",729.648
"CA-2018-164378",729.396
"CA-2018-165204",728.968
"CA-2017-108882",727.878
"CA-2018-161053",726.91
"CA-2018-113530",726.828
"CA-2015-128055",726.548
"CA-2018-163979",725.84
"CA-2015-159310",725.332
"US-2018-165344",725.079
"CA-2017-112109",725.072
"CA-2018-166184",724.846
"CA-2017-116736",724.55
"CA-2018-124765",723.92
"CA-2016-106257",721.488
"CA-2015-127131",721.476
"CA-2018-100951",720.76
"CA-2015-140473",719.976
"US-2015-140116",719.576
"CA-2018-134565",719.408
"CA-2018-154074",719.298
"US-2018-117247",719.095
"CA-2017-100790",718.95
"CA-2016-142202",717.12
"CA-2017-112585",715.64
"CA-2018-113670",715.19
"CA-2015-162089",714.966
"US-2017-152051",714.498
"CA-2016-158659",714.3
"CA-2017-127369",714.3
"US-2018-101539",712.966
"CA-2018-124296",712.85
"US-2016-156496",711.784
"CA-2015-152443",711.68
"CA-2018-141929",711.394
"CA-2018-149888",710.322
"CA-2015-169775",709.0425
"CA-2015-167927",708.616
"CA-2015-140732",707.628
"CA-2017-168543",706.86
"CA-2015-129924",706.064
"CA-2015-169061",705.562
"CA-2017-118626",705.544
"CA-2016-137925",705.068
"CA-2018-163265",705.002
"US-2017-156097",703.68
"CA-2018-159149",702.8424
"US-2016-147242",702.74
"CA-2018-143756",701.96
"US-2018-109610",701.96
"CA-2015-155887",700.056
"CA-2018-100902",699.4
"CA-2015-100090",699.192
"CA-2017-144309",698.5
"CA-2016-105690",697.8208
"CA-2018-143378",697.612
"CA-2018-161067",697.525
"CA-2015-130624",697.32
"CA-2017-127670",697.16
"CA-2015-100678",697.074
"CA-2018-107321",696.08
"CA-2018-118885",695.944
"CA-2017-147368",695.7
"CA-2018-143574",694.67
"CA-2015-156594",694.534
"CA-2015-156160",693.992
"CA-2018-121300",693.13
"CA-2017-154662",692.94
"US-2016-136987",692.728
"CA-2017-120355",692.502
"CA-2016-166975",692.472
"CA-2016-137064",692.214
"CA-2018-144526",691.476
"CA-2018-159667",691.144
"CA-2016-163587",688.46
"CA-2015-169803",687.45
"CA-2016-103954",687.4
"CA-2017-158260",686.4
"CA-2017-126158",686.244
"US-2015-133130",685.9
"CA-2018-147361",685.26
"CA-2018-148922",684.78
"CA-2018-136448",684.11
"CA-2018-102337",683.022
"CA-2015-158274",682.91
"US-2018-136868",681.91
"CA-2017-131968",681.432
"US-2016-166520",680.78
"US-2017-167472",678.87
"CA-2018-116715",678.1
"CA-2017-157749",677.949
"CA-2016-142237",676.734
"CA-2018-163902",676.716
"CA-2018-146192",675.06
"CA-2018-168655",674.872
"US-2015-161613",674.058
"US-2016-115343",673.576
"CA-2018-130505",673.344
"CA-2016-110744",671.93
"CA-2016-163181",671.002
"CA-2015-159835",670.378
